"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","1916","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.2",""
"SURVEY","1916","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.37",""
"SURVEY","1916","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.11",""
"SURVEY","1916","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.55",""
"SURVEY","1916","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.2",""
"SURVEY","1916","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.46",""
"SURVEY","1916","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.79",""
"SURVEY","1916","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.4",""
"SURVEY","1916","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.87",""
"SURVEY","1916","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.09",""
"SURVEY","1916","YEAR","","STATE","OHIO","39","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.45",""
"SURVEY","1916","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.21",""
"SURVEY","1916","YEAR","","STATE","OREGON","41","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.76",""
"SURVEY","1916","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.5",""
"SURVEY","1916","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.3",""
"SURVEY","1916","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.95",""
"SURVEY","1916","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.01",""
"SURVEY","1916","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.04",""
"SURVEY","1916","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.03",""
"SURVEY","1916","YEAR","","STATE","UTAH","49","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.87",""
"SURVEY","1916","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.49",""
"SURVEY","1916","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.16",""
"SURVEY","1916","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.12",""
"SURVEY","1916","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.25",""
"SURVEY","1916","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.54",""
"SURVEY","1916","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.29",""
"SURVEY","1915","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.86",""
"SURVEY","1915","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.6",""
"SURVEY","1915","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.22",""
"SURVEY","1915","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.74",""
"SURVEY","1915","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.61",""
"SURVEY","1915","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.1",""
"SURVEY","1915","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.09",""
"SURVEY","1915","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.72",""
"SURVEY","1915","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.76",""
"SURVEY","1915","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.45",""
"SURVEY","1915","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.29",""
"SURVEY","1915","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.29",""
"SURVEY","1915","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.56",""
"SURVEY","1915","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.58",""
"SURVEY","1915","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.09",""
"SURVEY","1915","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.2",""
"SURVEY","1915","YEAR","","STATE","MAINE","23","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.9",""
"SURVEY","1915","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.1",""
"SURVEY","1915","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.19",""
"SURVEY","1915","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.15",""
"SURVEY","1915","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.37",""
"SURVEY","1915","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.15",""
"SURVEY","1915","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.2",""
"SURVEY","1915","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.53",""
"SURVEY","1915","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.36",""
"SURVEY","1915","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.5",""
"SURVEY","1915","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.9",""
"SURVEY","1915","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.46",""
"SURVEY","1915","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.88",""
"SURVEY","1915","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.08",""
"SURVEY","1915","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.15",""
"SURVEY","1915","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.97",""
"SURVEY","1915","YEAR","","STATE","OHIO","39","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.2",""
"SURVEY","1915","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.52",""
"SURVEY","1915","YEAR","","STATE","OREGON","41","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.67",""
"SURVEY","1915","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.2",""
"SURVEY","1915","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.19",""
"SURVEY","1915","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.95",""
"SURVEY","1915","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.06",""
"SURVEY","1915","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.09",""
"SURVEY","1915","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.22",""
"SURVEY","1915","YEAR","","STATE","UTAH","49","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.13",""
"SURVEY","1915","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.1",""
"SURVEY","1915","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.15",""
"SURVEY","1915","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.02",""
"SURVEY","1915","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.2",""
"SURVEY","1915","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.48",""
"SURVEY","1915","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.41",""
"SURVEY","1914","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.72",""
"SURVEY","1914","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.56",""
"SURVEY","1914","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.89",""
"SURVEY","1914","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.89",""
"SURVEY","1914","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.79",""
"SURVEY","1914","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.15",""
"SURVEY","1914","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1",""
"SURVEY","1914","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.72",""
"SURVEY","1914","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.76",""
"SURVEY","1914","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.29",""
"SURVEY","1914","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.75",""
"SURVEY","1914","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1",""
"SURVEY","1914","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.37",""
"SURVEY","1914","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.28",""
"SURVEY","1914","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.8",""
"SURVEY","1914","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.39",""
"SURVEY","1914","YEAR","","STATE","MAINE","23","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.05",""
"SURVEY","1914","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.15",""
"SURVEY","1914","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.29",""
"SURVEY","1914","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.25",""
"SURVEY","1914","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.47",""
"SURVEY","1914","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.1",""
"SURVEY","1914","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.61",""
"SURVEY","1914","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.42",""
"SURVEY","1914","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.15",""
"SURVEY","1914","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.72",""
"SURVEY","1914","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.05",""
"SURVEY","1914","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.37",""
"SURVEY","1914","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.04",""
"SURVEY","1914","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.15",""
"SURVEY","1914","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.82",""
"SURVEY","1914","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.02",""
"SURVEY","1914","YEAR","","STATE","OHIO","39","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.15",""
"SURVEY","1914","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1",""
"SURVEY","1914","YEAR","","STATE","OREGON","41","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.51",""
"SURVEY","1914","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.3",""
"SURVEY","1914","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.09",""
"SURVEY","1914","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.8",""
"SURVEY","1914","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.95",""
"SURVEY","1914","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.89",""
"SURVEY","1914","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.23",""
"SURVEY","1914","YEAR","","STATE","UTAH","49","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.85",""
"SURVEY","1914","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.1",""
"SURVEY","1914","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.77",""
"SURVEY","1914","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.93",""
"SURVEY","1914","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.65",""
"SURVEY","1914","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.62",""
"SURVEY","1914","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.42",""
"SURVEY","1913","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.86",""
"SURVEY","1913","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.59",""
"SURVEY","1913","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.96",""
"SURVEY","1913","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.59",""
"SURVEY","1913","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.63",""
"SURVEY","1913","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.15",""
"SURVEY","1913","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.14",""
"SURVEY","1913","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.72",""
"SURVEY","1913","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.81",""
"SURVEY","1913","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.21",""
"SURVEY","1913","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.85",""
"SURVEY","1913","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.95",""
"SURVEY","1913","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.47",""
"SURVEY","1913","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.9",""
"SURVEY","1913","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.8",""
"SURVEY","1913","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.25",""
"SURVEY","1913","YEAR","","STATE","MAINE","23","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.9",""
"SURVEY","1913","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.05",""
"SURVEY","1913","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.19",""
"SURVEY","1913","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.05",""
"SURVEY","1913","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.27",""
"SURVEY","1913","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.13",""
"SURVEY","1913","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.61",""
"SURVEY","1913","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.37",""
"SURVEY","1913","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.93",""
"SURVEY","1913","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.57",""
"SURVEY","1913","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","0.9",""
